vehicle_id,vehicle_name,vehicle_type,pod_name,pod_id,area_id,latitude,longitude
978,Anton the Imax,Imax,Chippendale - Blackfriars Street ,296,296,-33.885616,151.197731
979,Padua the Alfa MiTo,Alfa MiTo,Pyrmont - Harris Street Corner Miller Street ,662,662,-33.869312,151.193748
980,Bologna the Alfa MiTo,Alfa MiTo,Surry Hills - Crown Street near Jesson Street ,281,281,-33.887935,151.213422
981,Livorno the Alfa MiTo,Alfa MiTo,Kings Cross - Crick Avenue ,407,407,-33.871064,151.225342
982,Verona the Alfa MiTo,Alfa MiTo,Darlington - Ivy Lane ,325,325,-33.889061,151.1958
983,Salerno the Alfa MiTo,Alfa MiTo,Melbourne CBD - 392 Bourke Street Secure park  ,1064,1064,-37.814327,144.96167
984,Kenza the Yaris,Yaris,Darlinghurst - Palmer Street near Foley Street ,745,745,-33.879688,151.216035
985,Divya the Yaris,Yaris,Manly - Steinton Street corner Pittwater Road ,749,749,-33.793254,151.285665
986,Jerry the Yaris,Yaris,Surry Hills - Smith Street West ,744,744,-33.882031,151.2117
987,Gary the Yaris,Yaris,Bronte - Alfred Street ,742,742,-33.900217,151.26513
988,Laura the Yaris,Yaris,Pyrmont - Refinery Drive West of Mount Street ,748,748,-33.866376,151.190125
989,Anna the Yaris,Yaris,Bondi - Ocean Street North ,739,739,-33.89145,151.262933
990,Colette the Yaris,Yaris,Sydney CBD - 35 Pitt Street (Not Open 24 Hours) ,753,753,-33.862398,151.20878
991,Arthur the Yaris,Yaris,Sydney CBD - 1 Shelley Street ,751,751,-33.866407,151.202527
992,Clayton the Yaris,Yaris,Sydney CBD - 35 Pitt Street (Not Open 24 Hours) ,753,753,-33.862398,151.20878
993,Dino the Yaris,Yaris,Sydney CBD - 1 Shelley Street ,751,751,-33.866407,151.202527
994,Gwen the Yaris,Yaris,Sydney CBD - 60 Elizabeth Street ,752,752,-33.868224,151.210547
995,Hazel the Yaris,Yaris,Fortitude Valley - 230 Brunswick Street ,1103,1103,-27.456759,153.033392
996,Hiroshi the Yaris,Yaris,Darlinghurst - Womerah Avenue near Liverpool Street ,784,784,-33.878343,151.222998
997,Igor the Yaris,Yaris,Sydney CBD - Hilton Hotel ,401,401,-33.871636,151.207173
998,Jillian the Yaris,Yaris,Bondi North - Brighton Boulevard ,769,769,-33.886613,151.277951
999,Julian the Yaris,Yaris,Sydney CBD - 60 Elizabeth Street ,752,752,-33.868224,151.210547
1000,Klaus the Yaris,Yaris,Petersham - Petersham Town Hall ,43,43,-33.894764,151.156962
1001,Mac the Yaris,Yaris,Bondi Junction - Keiran Street ,1101,1101,-33.894651,151.246631
1002,Manuel the Yaris,Yaris,Darlinghurst - Francis Street west of Riley Street ,746,746,-33.876219,151.214844
1003,Pablo the Yaris,Yaris,Redfern - Boronia Street ,741,741,-33.893413,151.212119
1004,Paloma the Yaris,Yaris,Bondi North - Gould Street North ,737,737,-33.885901,151.277656
1005,Paxton the Yaris,Yaris,Rushcutters Bay - Waratah Street near Queens Street ,747,747,-33.874959,151.22862
1006,Rafael the Yaris,Yaris,Bondi - Moore Street near Henderson Street ,738,738,-33.893104,151.264915
1007,Vox the Yaris,Yaris,Westgarth - Union and High Street ,9,9,-37.7789,144.9966
1008,Majid the Yaris,Yaris,Melbourne CBD - QV: 180 Lonsdale Street ,755,755,-37.810636,144.965968
1009,Mohammed the Yaris,Yaris,Balmain - Reynolds Street ,915,915,-33.861568,151.17858
1010,Tony the Yaris,Yaris,Brisbane CBD - Festival Car Park ,838,838,-27.471661,153.026068
1011,Elek the Yaris,Yaris,Melbourne CBD - 522 Flinders Lane near Spencer Street. ,754,754,-37.819802,144.955566
1012,Thompson the Yaris,Yaris,Carlton - Pelham Street corner with Barry Street ,750,750,-37.80196,144.959235
1013,Leung the Yaris,Yaris,Carlton - Grattan Street ,430,430,-37.8004,144.964598
1014,Edric the Van,Van,Carlton - Pelham Street and Swanston Street ,524,524,-37.802643,144.96367
1015,Abigail the Yaris,Yaris,Surry Hills - Corner of Mary Street and Albion Street ,156,156,-33.882401,151.209799
1016,Bailey the Yaris,Yaris,Chippendale - Myrtle Street ,137,137,-33.88724,151.1978
1017,Dallas the Yaris,Yaris,McMahons Point - Blues Point Road ,11,11,-33.842966,151.205016
1018,Eddie the Yaris,Yaris,McMahons Point - Blues Point Road near Mitchell Street ,431,431,-33.843769,151.204496
1019,Faith the Yaris,Yaris,Bowen Hills - The Green ,1059,1059,-27.453123,153.034121
1020,Glenda the Yaris,Yaris,Glebe - Metro Light Rail ,23,23,-33.8777,151.1864
1021,Heath the Yaris,Yaris,Paddington - Ormond Street ,92,92,-33.8844,151.2264
1022,Isra the Yaris,Yaris,Chippendale - Balfour Street ,138,138,-33.88847,151.19969
1024,Jackson the Yaris,Yaris,Randwick - Glebe Street ,123,123,-33.911646,151.249648
1025,Kane the Yaris,Yaris,Birchgrove - Bay Street ,335,335,-33.852863,151.182843
1026,Lacy the Yaris,Yaris,Redfern - Zamia Street ,758,758,-33.895666,151.212677
1027,Marshall the Yaris,Yaris,Surry Hills - Goulburn Street near Pelican Street ,759,759,-33.879101,151.212484
1028,Natasha the Yaris,Yaris,Crows Nest - Ernest Street corner of West Street ,762,762,-33.826523,151.20691
1029,Nisha the Yaris,Yaris,Crows Nest - Atchison Street ,550,550,-33.823183,151.202401
1030,Penny the Yaris,Yaris,Cremorne - Murdoch Street ,761,761,-33.831086,151.226485
1031,Raymond the Yaris,Yaris,Cremorne - Spencer Road  ,760,760,-33.829428,151.228266
1032,Shannon the Yaris,Yaris,Bondi Beach - Lamrock Avenue ,271,271,-33.889816,151.268429
1033,Tammy the Yaris,Yaris,Bondi Junction - Grosvenor Street ,19,19,-33.8908,151.2499
1034,Venus the Yaris,Yaris,Pyrmont - Miller Street ,187,187,-33.870179,151.192716
1035,Wilmer the Yaris,Yaris,Marrickville - Wardell Road ,406,406,-33.904972,151.147724
1036,Zane the Yaris,Yaris,Balmain - Glassop Street ,716,716,-33.855212,151.17338
1037,Alvin the Yaris,Yaris,Pyrmont - Bulwara Road ,153,153,-33.876495,151.196698
1038,Avril the Yaris,Yaris,Carlton - Faraday and Lygon Streets ,722,722,-37.798696,144.967089
1039,Barney the Yaris,Yaris,Rozelle - Thornton Street ,184,184,-33.858941,151.171762
1040,Boyd the Yaris,Yaris,Glebe - Cook Street ,149,149,-33.874307,151.182925
1041,Cedric the Yaris,Yaris,Rozelle - Merton Street Car Park ,170,170,-33.862149,151.170207
1042,Craig the Yaris,Yaris,Kensington - Goodwood Street  ,767,767,-33.907132,151.224849
1043,Bruce the Yaris,Yaris,Randwick - Dudley Street on the corner Byron street ,765,765,-33.923616,151.24953
1044,Campbell the Yaris,Yaris,Newtown - Gilpin Street corner Kingston Road ,763,763,-33.894037,151.172326
1045,Dexter the Yaris,Yaris,Coogee - Brook Street corner Smithfield Avenue ,764,764,-33.917135,151.254981
1046,Lorenzo the Alfa MiTo,Alfa MiTo,Sydney CBD - Goulburn Street - World Square ,885,885,-33.877141,151.206817
1047,Sienna the Alfa MiTo,Alfa MiTo,Sydney CBD - 521 Kent Street - Cinema Centre ,403,403,-33.874872,151.205097
1048,Ginevra the Alfa MiTo,Alfa MiTo,Sydney CBD - Hilton Hotel ,401,401,-33.871636,151.207173
1049,Alessandria the Alfa MiTo,Alfa MiTo,Sydney CBD - 1 Shelley Street ,751,751,-33.866407,151.202527
1050,Novara the Alfa MiTo,Alfa MiTo,Camperdown - TRIO Apartments ,218,218,-33.883925,151.176057
1051,Crosby the Yaris,Yaris,Fitzroy - Queens Parade ,771,771,-37.792062,144.982114
1052,Humphrey the Yaris,Yaris,Northcote - Frederick Court ,757,757,-37.772237,144.9992
1053,Claude the i-MiEV,i-MiEV,South Yarra - Claremont Apartments ,801,801,-37.836494,144.994095
1054,Selandra the Ute,Ute,Melbourne CBD - Wellington Parade South near Flinders Street ,1085,1085,-37.815796,144.974505
1057,SEE ENTRY,SEE ENTRY,South Yarra - SEE Apartments ,798,798,-37.836268,144.993575
1058,Claremont ENTRY,Claremont ENTRY,South Yarra - Claremont Apartments ,801,801,-37.836494,144.994095
1059,Marilyn the Yaris,Yaris,Birchgrove - Birchgrove Road ,774,774,-33.852778,151.178763
1060,Annette the Yaris,Yaris,Marrickville - Harnett Avenue ,932,932,-33.915982,151.148635
1061,Melinda the Yaris,Yaris,Sydney CBD - 383 Kent Street ,405,405,-33.87007,151.204421
1062,Ali the Yaris,Yaris,Parramatta - Macquarie lane carpark ,914,914,-33.814851,151.00557
1063,Ajay the Yaris,Yaris,Dulwich Hill - Ewart Street corner Bayley Street ,789,789,-33.912752,151.140871
1064,Lewis the Yaris,Yaris,Bondi - 18 Glen Street ,821,821,-33.896061,151.269696
1065,Danny the Yaris,Yaris,Newtown - Georgina Street ,161,161,-33.893761,151.18535
1066,Chelsea the Yaris,Yaris,Brisbane CBD - Festival Car Park ,838,838,-27.471661,153.026068
1067,Casey the Yaris,Yaris,Ultimo -  Jones Street North of William Henry Street ,787,787,-33.878317,151.196616
1068,Lance the Yaris,Yaris,Bondi Beach- 118 Warners Avenue  ,792,792,-33.887713,151.277254
1069,Elliott the Yaris,Yaris,Erskineville - Gowrie Street ,160,160,-33.901477,151.180925
1070,Erica the Yaris,Yaris,Newtown - Camperdown Memorial Park ,4,4,-33.8939,151.1776
1071,Conrad the Yaris,Yaris,McMahons Point - King George Street ,209,209,-33.844238,151.205786
1072,Barry the Yaris,Yaris,Pyrmont - Little Mount Street corner Pyrmont Bridge Road ,786,786,-33.871525,151.194521
1073,Kyle the Yaris,Yaris,Bondi - Wellington Street corner of Curlewis Street ,1088,1088,-33.885763,151.269148
1074,Harvey the Yaris,Yaris,North Sydney - Doohat Avenue ,423,423,-33.835798,151.205311
1075,Giles the Yaris,Yaris,Lavender Bay - MacKenzie Street ,68,68,-33.8417,151.2062
1076,Sasi the Yaris,Yaris,Bondi Junction - Cuthbert Street near Denison Street ,778,778,-33.897011,151.244154
1077,Fraser the Yaris,Yaris,Rozelle - Alfred Street ,733,733,-33.868324,151.16937
1078,Paige the Yaris,Yaris,South Yarra - Claremont Apartments ,801,801,-37.836494,144.994095
1079,James the Yaris,Yaris,Surry Hills - Holt Street near Kippax Street ,743,743,-33.884614,151.209168
1080,Hector the Yaris,Yaris,Tamarama - Philip Street ,781,781,-33.896637,151.266117
1081,Hal the Yaris,Yaris,Surry Hills - Holt Street ,107,107,-33.885946,151.208965
1082,Floyd the Yaris,Yaris,Mosman - Raglan Street East Carpark ,217,217,-33.830703,151.24477
1083,Doris the Yaris,Yaris,Darlington - Abercrombie Street near Hudson Street ,295,295,-33.88892,151.198592
1084,Tobias the Corolla,Corolla,Brunswick - Sydney Road ,400,400,-37.7614,144.963277
1085,Karla the Corolla,Corolla,South Yarra - SEE Apartments ,798,798,-37.836268,144.993575
1086,Brookie the Yaris,Yaris,Potts Point - Victoria Street in front of St Vincents College ,814,814,-33.869004,151.223491
1087,Jemima the Yaris,Yaris,"Millers Point - 38 Hickson Road, The Bond Building ",158,158,-33.862421,151.202865
1088,John the Yaris,Yaris,Darlinghurst - Surrey Street ,171,171,-33.877381,151.221807
1089,Jude the Yaris,Yaris,Erskineville - Victoria Street ,66,66,-33.902519,151.185458
1090,Kathy the Yaris,Yaris,Leichhardt - Marion Street Car Park ,169,169,-33.88354,151.157761
1092,Kermit the Yaris,Yaris,Camperdown - Layton Street ,176,176,-33.885426,151.176994
1093,Janelle the Yaris,Yaris,Surry Hills - Kippax Street ,207,207,-33.884594,151.209308
1094,Victor the Yaris,Yaris,Bondi Beach - 95 Curlewis Street ,846,846,-33.888094,151.272518
1095,Joey the Yaris,Yaris,Petersham - Petersham Town Hall ,43,43,-33.894764,151.156962
1096,Kirk the Yaris,Yaris,Newtown South - Camden Street ,25,25,-33.90379,151.173275
1097,Kate the Yaris,Yaris,Annandale - Nelson Street near Albion Street ,937,937,-33.886422,151.171766
1098,Lenny the Yaris,Yaris,Dulwich Hill - Wardell Road near Beach Road. ,790,790,-33.908009,151.14428
1099,Nelson the Yaris,Yaris,Bondi - Edward Street near Dickson park ,795,795,-33.89018,151.264426
1100,Mena the Yaris,Yaris,Bondi - Boonara Avenue ,796,796,-33.89474,151.267332
1101,Perry the Yaris,Yaris,Tamarama - Jackaman Street near Birrell Street ,797,797,-33.897715,151.263998
1102,Errey the Yaris,Yaris,Westgarth - Merri Station ,756,756,-37.777041,144.993664
1103,Omega the Yaris,Yaris,Carlton North - Nicholson Street ,912,912,-37.783246,144.977619
1104,Stanzi the Yaris,Yaris,Carlton - Lygon Street beside Argyle Square ,710,710,-37.802404,144.966517
1105,Rafee the Yaris,Yaris,Paddington - Sutherland Street ,816,816,-33.883438,151.234134
1106,Tim the Yaris,Yaris,Camperdown - Alexandra Drive ,192,192,-33.884044,151.177808
1107,Martin the Yaris,Yaris,Pyrmont - John Street corner of Harris Street ,806,806,-33.867511,151.192828
1108,Jesse the Yaris,Yaris,Elizabeth Bay - Roslyn Gardens ,807,807,-33.874936,151.226729
1109,Rachel the Yaris,Yaris,Coogee - Arden Street ,946,946,-33.914252,151.258244
1110,Jennifer the Yaris,Yaris,Erskineville - Victoria Street near Rochford Street ,812,812,-33.902212,151.182625
1111,Natalie the Yaris,Yaris,Darlinghurst - Forbes Street ,39,39,-33.8768,151.2186
1112,Ben the Yaris,Yaris,Waterloo- Phillip Street ,195,195,-33.896076,151.206411
1113,Jill the Yaris,Yaris,Surry Hills - Holt Street corner of Cooper Street ,809,809,-33.885384,151.209227
1114,Margaret the Yaris,Yaris,Erskineville - Bray Street ,808,808,-33.905658,151.1824
1115,George the Yaris,Yaris,Darlinghurst - Riley Street ,805,805,-33.877736,151.214613
1116,Ken the Yaris,Yaris,Pyrmont - Harwood Street  ,804,804,-33.870576,151.19697
1117,Caroline the Yaris,Yaris,Glebe - Eglinton Road ,803,803,-33.872847,151.181188
1118,Philip the Yaris,Yaris,Camperdown - Salisbury Road ,119,119,-33.891098,151.178613
1119,Fiona the Yaris,Yaris,Elizabeth Bay - Roslyn Gardens corner of Roslyn Street ,246,246,-33.875339,151.225938
1120,Hugo the Yaris,Yaris,Glebe - Woolley Street ,41,41,-33.8799,151.1849
1121,Tilly the Yaris,Yaris,Ultimo - Mountain Street ,139,139,-33.88402,151.19653
1122,Roxanne the Yaris,Yaris,Sydney CBD - Goulburn Street - World Square ,885,885,-33.877141,151.206817
1123,Rebecca the Yaris,Yaris,Sydney CBD - 1 Shelley Street ,751,751,-33.866407,151.202527
1124,Zena the Yaris,Yaris,Coogee - Coogee Bay Road ,361,361,-33.91972,151.249199
1125,Trudy the Yaris,Yaris,Ashfield - Webbs Avenue ,454,454,-33.885316,151.127224
1126,Royce the Yaris,Yaris,Enmore - Juliett Street ,802,802,-33.901223,151.170341
1127,Sunny the Yaris,Yaris,Balmain - Beattie Street near Elliott Street ,873,873,-33.85887,151.175184
1128,Warwick the Yaris,Yaris,Paddington - Corner Paddington and Jersey Road ,95,95,-33.8874,151.2356
1129,Wade the Yaris,Yaris,Waverton - Bay Road ,305,305,-33.83738,151.197951
1130,Zoe the Yaris,Yaris,Randwick - St Luke Street ,939,939,-33.918871,151.246112
1131,Monica the Yaris,Yaris,Kirribilli - Corner Kirribilli Avenue and Broughton Street ,67,67,-33.8488,151.2135
1132,Tegan the Yaris,Yaris,Stanmore - Corner of Merchant and Cambridge Street ,98,98,-33.8962,151.1671
1133,Mimi the Yaris,Yaris,Randwick - Sydney Street ,974,974,-33.908932,151.241904
1134,Nicole the Yaris,Yaris,Randwick - Silver Street corner of Botany Street ,969,969,-33.913442,151.237602
1135,Millie the Yaris,Yaris,Manly - Central Ave Car Park ,44,44,-33.7964,151.2866
1136,Jason the Yaris,Yaris,Woolloomooloo - Cathedral Street ,186,186,-33.872803,151.21935
1137,Nash the Yaris,Yaris,Brunswick - Glenlyon Road near Sydney Road ,916,916,-37.771732,144.962507
1138,Jitesh the Yaris,Yaris,Southbank - Kavanagh Street ,818,818,-37.822921,144.966326
1139,Dheeran the Yaris,Yaris,South Yarra - SEE Apartments ,798,798,-37.836268,144.993575
1140,Layla the Yaris,Yaris,Erskineville - Railway Parade ,302,302,-33.898554,151.188084
1141,Janet the Yaris,Yaris,Annandale - Trafalgar Street ,117,117,-33.8843,151.17115
1142,Lucinda the Yaris,Yaris,Surry Hills - Bourke Street ,827,827,-33.882631,151.216413
1143,Dieter the Yaris,Yaris,Melbourne CBD - 474 Flinders Street not 24 hours ,820,820,-37.82001,144.958371
1144,Justin the Yaris,Yaris,Darlinghurst - Francis Street near College Street ,839,839,-33.875962,151.212506
1145,Wendie the Yaris,Yaris,Bondi North - Ramsgate Ave ,227,227,-33.887248,151.277125
1146,Melissa the Yaris,Yaris,Sydney CBD - Wynyard Lane Car Park ,499,499,-33.865694,151.206583
1147,Judith the Yaris,Yaris,Sydney CBD - 60 Elizabeth Street ,752,752,-33.868224,151.210547
1148,Sandra the Yaris,Yaris,Woolloomooloo - Crown Street ,826,826,-33.872165,151.216788
1149,Alice the Yaris,Yaris,Petersham - Middleton Street ,1092,1092,-33.896699,151.161302
1150,Kristen the Yaris,Yaris,Alexandria - Garden Street ,828,828,-33.895795,151.197208
1151,Ryan the Yaris,Yaris,Newtown South - Holmwood Street ,180,180,-33.90443,151.178285
1152,Nicholas the Yaris,Yaris,Edgecliff - Edgecliff Road ,76,76,-33.880517,151.240639
1153,Lloyd the Yaris,Yaris,Haymarket - Valentine Street ,788,788,-33.881964,151.204424
1154,Maria the Yaris,Yaris,Chippendale - Shepherd Street ,300,300,-33.884598,151.196082
1155,Sally the Yaris,Yaris,Erskineville - 35 Ashmore Street ,319,319,-33.902533,151.187541
1156,Blake the Yaris,Yaris,Bondi - Ocean Street South ,770,770,-33.897345,151.261809
1157,Angela the Yaris,Yaris,Potts Point - 116 Victoria Street ,126,126,-33.8715,151.2231
1158,Rupert the Yaris,Yaris,Erskineville - Charles Street ,114,114,-33.898643,151.184763
1159,Pamela the Yaris,Yaris,Redfern - George Street near Turner Street ,832,832,-33.893318,151.202037
1160,Christina the Yaris,Yaris,Camperdown - Lyons Road ,830,830,-33.885961,151.179005
1161,Felicity the Yaris,Yaris,Darlinghurst - Caldwell Street ,831,831,-33.877431,151.222698
1162,Valerie the Yaris,Yaris,Annandale - Rose Street ,931,931,-33.876762,151.1741
1163,Tyler the Yaris,Yaris,Glebe - Avenue Road ,833,833,-33.876619,151.182434
1164,Sue the Yaris,Yaris,Charing Cross - Victoria Street carpark ,269,269,-33.90053,151.254374
1165,Dennis the Yaris,Yaris,Camperdown - Church street near Lucas Street ,282,282,-33.889305,151.178446
1166,Riley the Yaris,Yaris,Ultimo - Smail Street  ,829,829,-33.882825,151.195587
1167,Rhianna the Yaris,Yaris,Sydney CBD - 383 Kent Street ,405,405,-33.87007,151.204421
1168,Norman the Yaris,Yaris,McMahons Point - Blues Point Reserve ,303,303,-33.84864,151.203749
1169,Ming the Yaris,Yaris,Erskineville - Macdonald Street ,198,198,-33.904057,151.185782
1170,Nolan the Yaris,Yaris,Sydney CBD - Goulburn Street ,97,97,-33.87855,151.20888
1171,Lisa the Yaris,Yaris,Annandale - Hinsby Park ,265,265,-33.878941,151.172618
1172,Trevor the Yaris,Yaris,Enmore - Liberty Street ,266,266,-33.897941,151.169928
1173,Brennan the Yaris,Yaris,Newtown - Trade Street ,272,272,-33.894826,151.172297
1174,Vanessa the Yaris,Yaris,Artarmon - Jersey Road ,452,452,-33.810375,151.183754
1175,Tanya the Yaris,Yaris,Coogee-  Dolphin Street ,199,199,-33.918148,151.252787
1176,Dan the Yaris,Yaris,Bondi Beach - 51 Lamrock Avenue ,185,185,-33.89057,151.269867
1177,Merran the Yaris,Yaris,Bondi North - Hastings Parade ,270,270,-33.889019,151.283345
1178,Gemma the Yaris,Yaris,Chatswood - Railway Street ,74,74,-33.7944,151.1803
1179,Scott the Yaris,Yaris,Annandale - Johnston Street ,113,113,-33.88636,151.16826
1180,Meredith the Yaris,Yaris,Surry Hills - Corner of Fitzroy and Marshall Street. ,96,96,-33.8858,151.2168
1181,Belinda the Yaris,Yaris,Kings Cross - Ward Avenue ,134,134,-33.87515,151.22457
1182,Cameron the Yaris,Yaris,McMahons Point - East Crescent Street corner Middle Street ,567,567,-33.8455,151.204599
1183,Ralph the Yaris,Yaris,Zetland - Grandstand Parade ,409,409,-33.904935,151.210284
1184,Zoltan the Yaris,Yaris,Kirribilli - Bligh Street ,12,12,-33.8469,151.214
1185,Ivan the Yaris,Yaris,Ultimo - Smail Street near Mountain Street ,1069,1069,-33.882722,151.196496
1186,Joel the Yaris,Yaris,Waterloo - Danks Street ,197,197,-33.898147,151.21419
1187,Domenika the Yaris,Yaris,Kirribilli - Carabella Street ,181,181,-33.847356,151.216114
1188,Sebastian the Yaris,Yaris,Redfern - Great Buckingham Street ,27,27,-33.891151,151.20683
1189,Fleur the Yaris,Yaris,Melbourne CBD - 11 Exhibition Street ,842,842,-37.815615,144.972056
1190,Bill the Yaris,Yaris,Milsons Point - Alfred Street ,337,337,-33.845968,151.211318
1191,Charlotte the Yaris,Yaris,Kensington - Salisbury Road ,940,940,-33.905506,151.222803
1192,Duncan the Yaris,Yaris,McMahons Point - Princes Street ,566,566,-33.844602,151.20412
1194,Peter the Yaris,Yaris,McMahons Point  - East Crescent Street ,289,289,-33.84721,151.205046
1195,Yuki the Yaris,Yaris,North Sydney - McLaren Street ,290,290,-33.834788,151.207884
1196,Thomas the Yaris,Yaris,Kirribilli - McDougall Street ,288,288,-33.844247,151.213909
1197,Trish the Yaris,Yaris,Lavender Bay - Arthur Street ,287,287,-33.843129,151.209093
1198,Hans the Yaris,Yaris,Kirribilli - Fitzroy Street ,570,570,-33.847144,151.215319
1199,Helga the Yaris,Yaris,Lavender Bay - Waiwera Street ,503,503,-33.843322,151.205973
1200,Megan the Yaris,Yaris,Kirribilli - Jeffrey Street ,569,569,-33.847486,151.213676
1201,Bronwyn the Yaris,Yaris,Randwick - Church Street ,992,992,-33.911772,151.237952
1202,Aidan the Yaris,Yaris,Petersham - Terminus Street ,263,263,-33.893446,151.155742
1203,Anastasia the Yaris,Yaris,Coogee - Cuthill Street ,591,591,-33.918168,151.241087
1204,Autumn the Yaris,Yaris,Alexandria - Australian Technology Park ,868,868,-33.895724,151.196436
1205,Stevie the Yaris,Yaris,Leichhardt - Catherine Street near Moore Street ,865,865,-33.879068,151.164206
1206,Fifi the Yaris,Yaris,Pyrmont - Fig Street ,852,852,-33.875604,151.195202
1207,Guido the Yaris,Yaris,Pyrmont - Experiment Street ,849,849,-33.873134,151.196429
1208,Hamilton the Yaris,Yaris,Glebe - Marlborough Street ,850,850,-33.878997,151.186511
1209,Hunter the Yaris,Yaris,Kings Cross - Kings Cross Road ,439,439,-33.875724,151.222684
1210,Janice the Yaris,Yaris,North Sydney - 199 Walker Street ,848,848,-33.834391,151.209838
1211,Jet the Yaris,Yaris,Annandale - Booth Street ,882,882,-33.882548,151.173789
1212,Kazu the Yaris,Yaris,Double Bay - Ocean Avenue ,533,533,-33.876152,151.239413
1213,Elke the Audi,Audi,Sydney CBD - Wynyard Lane Car Park ,499,499,-33.865694,151.206583
1214,Jurgen the Audi,Audi,Sydney CBD - 383 Kent Street ,405,405,-33.87007,151.204421
1215,Gunther the Audi,Audi,Kirribilli - Milsons Point Station ,190,190,-33.846039,151.212784
1216,Dirk the Audi,Audi,Surry Hills - Holt Street ,107,107,-33.885946,151.208965
1217,Anja the Audi,Audi,Kings Cross - Bayswater Road Car Park ,887,887,-33.875083,151.223839
1218,Hilde the Audi,Audi,Darlinghurst - Forbes Street Corner Burton Street. ,559,559,-33.879029,151.218283
1220,Franz the Audi,Audi,Melbourne CBD - 376 Flinders Street - Secure Parking ,347,347,-37.8189,144.9615
1221,Ramona the Yaris,Yaris,Fitzroy - Kerr street near corner of Brunswick street ,853,853,-37.796672,144.978442
1222,Almy the Yaris,Yaris,Adelaide - Gilles Street ,323,323,-34.933685,138.613129
1223,Jeremy the Ute,Ute,Erskineville - Erskineville Road ,2,2,-33.899,151.183
1224,Teknetia the Yaris,Yaris,Sydney CBD - 1 Martin Place ,402,402,-33.868346,151.208365
1225,Hamish the Yaris,Yaris,Sydney CBD - Hilton Hotel ,401,401,-33.871636,151.207173
1226,Serenity the Yaris,Yaris,Camperdown - TRIO Apartments ,218,218,-33.883925,151.176057
1227,Steele the Yaris,Yaris,Darlington - Shepherd Street near Lander Street ,327,327,-33.891361,151.193821
1228,Jayce the Yaris,Yaris,Wollstonecraft - Milner Crescent ,861,861,-33.832073,151.192715
1229,Leonie the Yaris,Yaris,Neutral Bay - 4 Hayes Street ,856,856,-33.841457,151.218844
1230,Pearl the Yaris,Yaris,Mosman - Dalton Road ,943,943,-33.821845,151.243399
1231,Addie the Yaris,Yaris,Neutral Bay - Grosvenor Street ,859,859,-33.829476,151.219846
1232,Ursula the Yaris,Yaris,Alexandria - Renwick Street ,871,871,-33.899389,151.193116
1233,Hilton the Yaris,Yaris,Lilyfield - Lilyfield Road near Ryan Street Steps ,872,872,-33.87228,151.16794
1234,Meg the Yaris,Yaris,Brisbane CBD - Queens Plaza ,840,840,-27.467613,153.026205
1235,Spike the Yaris,Yaris,Artarmon - Hampden Lane ,879,879,-33.808451,151.183168
1236,Kit the Yaris,Yaris,Artarmon - Reserve Road ,880,880,-33.810906,151.183278
1237,Laurie the Yaris,Yaris,Chatswood - Devonshire Street ,881,881,-33.798657,151.184759
1238,Marnie the Yaris,Yaris,Brisbane CBD - Queens Plaza ,840,840,-27.467613,153.026205
1239,Neroli the Yaris,Yaris,Surry Hills - Arthur Street Corner of Bourke Street ,42,42,-33.8878,151.2155
1240,Nico the Yaris,Yaris,Haymarket - Ultimo Road ,476,476,-33.880165,151.204303
1241,Pepe the Yaris,Yaris,Kings Cross - Springfield Avenue ,418,418,-33.87299,151.223754
1242,Lydia the Yaris,Yaris,Darlinghurst - William Street ,1061,1061,-33.875387,151.221032
1243,Simon the Yaris,Yaris,Neutral Bay - Yeo Street corner Watson Street ,339,339,-33.831772,151.218217
1244,Midori the Yaris,Yaris,Surry Hills - Holt Street corner of Cooper Street ,809,809,-33.885384,151.209227
1245,Nino the Yaris,Yaris,Pyrmont - Trouton Place ,877,877,-33.866157,151.195389
1246,Lester the Yaris,Yaris,Redfern - Pitt Street near Cleveland Street ,869,869,-33.889842,151.204484
1247,Myf the Yaris,Yaris,Darlinghurst - Hargrave Street near Liverpool Street ,876,876,-33.876865,151.213147
1253,Lara the Yaris,Yaris,Surry Hills - Belvoir Street near Elizabeth Street ,260,260,-33.888798,151.208197
1254,Melvin the Yaris,Yaris,Camperdown - Church street near Lucas Street ,282,282,-33.889305,151.178446
1255,Moss the Yaris,Yaris,North Sydney - Bay Road ,259,259,-33.835344,151.203429
1256,Nari the Yaris,Yaris,Woolloomooloo - Brougham Street near Brougham Lane ,815,815,-33.874654,151.221466
1257,Nia the Yaris,Yaris,Surry Hills - Rutland street ,306,306,-33.886774,151.208238
1258,Nina the Yaris,Yaris,Darlinghurst - Womerah Avenue ,276,276,-33.876977,151.226369
1259,Omar the Yaris,Yaris,Redfern - Young Street ,275,275,-33.893954,151.210064
1260,Elvis the Yaris,Yaris,Surry Hills - Crown Street near Cleveland Street ,261,261,-33.891452,151.21294
1261,Phoenix the Yaris,Yaris,Kirribilli - Burton Street ,568,568,-33.84615,151.213714
1262,Richard the Yaris,Yaris,Newtown - Wilson Street Car Park ,8,8,-33.8962,151.1813
1263,Pakman the Yaris,Yaris,Kings Cross - Kings Cross Car Park ,15,15,-33.8732,151.2259
1264,Josh the Yaris,Yaris,Surry Hills - Arthur Street Corner of Collins Lane ,901,901,-33.887045,151.213894
