vehicle_id,vehicle_name,vehicle_type,pod_name,pod_id,area_id,latitude,longitude
689,Fred the Yaris,Yaris,Maroubra - Anzac Parade near Haig Street ,1000,1000,-33.943565,151.23971
690,Hayley the Yaris,Yaris,Ashfield - Orpington Street ,513,513,-33.885389,151.132329
691,Hester the Yaris,Yaris,Carlton - Leicester Street ,523,523,-37.804869642639,144.960070028901
692,Gretel the Yaris,Yaris,Melbourne CBD - ABeckett Street ,522,522,-37.808665,144.962475
693,Daphne the Yaris,Yaris,Carlton - Carlton Street ,526,526,-37.8008557286735,144.970380440354
694,Amit the Yaris,Yaris,Carlton - Rathdowne Street corner Palmerston Street ,528,528,-37.7961003146825,144.970595687628
695,Alicia the Yaris,Yaris,Dulwich Hill - The Boulevarde ,383,383,-33.898753,151.144232
696,Alexandra the Yaris,Yaris,Pyrmont - Pyrmont Street Corner Allen Street ,663,663,-33.873679,151.197387
697,Esther the Yaris,Yaris,Erskineville - Rochford Street ,573,573,-33.904562,151.181145
698,Jing the Yaris,Yaris,Newtown - Yaralla Street ,586,586,-33.893972,151.183958
699,Harley the Corolla,Corolla,Fitzroy - Napier Street near Kerr Street  ,1076,1076,-37.796916,144.980987
700,Keith the Yaris,Yaris,"Millers Point - 38 Hickson Road, The Bond Building ",158,158,-33.862421,151.202865
701,Kenneth the Yaris,Yaris,Annandale - Annandale Street near Piper Street ,936,936,-33.878277,151.170584
702,Kendra the Yaris,Yaris,Pyrmont - Saunders Street ,132,132,-33.86954,151.19023
703,Kim the Yaris,Yaris,Potts Point - Macleay Street ,147,147,-33.86881,151.22568
704,Leah the Yaris,Yaris,Newtown - Fitzroy Street ,583,583,-33.893548,151.186103
705,Anthea the Yaris,Yaris,Collingwood - Oxford Street ,1074,1074,-37.802341,144.984952
706,Maggie the Yaris,Yaris,Darlinghurst - Liverpool Street ,130,130,-33.87729,151.21526
707,Piers the Yaris,Yaris,Coogee - Mount Street ,945,945,-33.921297,151.25182
708,Ravi the Yaris,Yaris,Marrickville - Perry Street ,934,934,-33.900894,151.166376
709,Selena the Yaris,Yaris,Crows Nest - West Street ,507,507,-33.826971,151.206695
711,Miguel the Yaris,Yaris,Potts Point - Manning Street ,127,127,-33.87087,151.22454
712,Suzy the Yaris,Yaris,St Leonards - Herbert Street ,88,88,-33.8221,151.1936
713,Tabitha the Yaris,Yaris,Artarmon - Francis Road ,467,467,-33.809126,151.181403
714,Tully the Yaris,Yaris,Annandale - Albion Street ,529,529,-33.887175,151.164118
715,Veda the Yaris,Yaris,Surry Hills - Fitzroy Street ,531,531,-33.884439,151.214039
716,Lachlan the Yaris,Yaris,Redfern - Stirling Street ,811,811,-33.890911,151.203203
717,Lana the i30,i30,Fitzroy North - Best Street near corner of St Georges Road ,346,346,-37.7845,144.983
720,Tessa the i30 Wagon,i30 Wagon,Northcote - McCutcheon Street ,1022,1022,-37.767664,144.999256
721,Vincent the i30,i30,Fitzroy - Corner Bell and Brunswick Street ,14,14,-37.8002,144.9778
722,Lindsay the i30 Wagon,i30 Wagon,Carlton - Cardigan Street ,527,527,-37.79394,144.966509
723,Juliana the i30 wagon,i30 wagon,Carlton North - Park Street ,112,112,-37.780196,144.977818
724,Joanna the Yaris,Yaris,Rose Bay - Newcastle Street ,535,535,-33.870886,151.269316
725,Ida the Yaris,Yaris,Edgecliff - Darling Point Road ,537,537,-33.875489,151.236079
726,Jacqueline the Yaris,Yaris,Pyrmont - Murray Street ,548,548,-33.870765,151.197664
727,Flora the Yaris,Yaris,Dulwich Hill - Ewart Street corner Wardell Street ,534,534,-33.912015,151.140037
728,Frances the Yaris,Yaris,Artarmon - McMilan Road ,536,536,-33.810252,151.186849
729,Douglas the Yaris,Yaris,Summer Hill - Smith Street ,1005,1005,-33.891619,151.134691
730,Drew the i30 Wagon,i30 Wagon,Westgarth South - Corner Walker Street and (Little) HIGH Street. ,89,89,-37.7833,144.9966
731,Edgar the Yaris,Yaris,Surry Hills - Brisbane Street ,357,357,-33.879202,151.211716
732,Mitchell the Yaris,Yaris,Surry Hills - Riley Street corner of Goulburn Street ,542,542,-33.879648,151.213948
733,Morag the Yaris,Yaris,Surry Hills - Nichols Street ,540,540,-33.884222,151.21644
734,Harrison the Yaris,Yaris,Darlinghurst - Forbes Street corner Taylor Square ,543,543,-33.879988,151.217205
735,Koto the Yaris,Yaris,Surry Hills - Brisbane street corner of Goulburn Street ,541,541,-33.87872,151.211769
736,Ivana the Yaris,Yaris,Kings Cross - 119 Macleay Street ,174,174,-33.87259,151.224924
737,Gloria the Yaris,Yaris,Elizabeth Bay - Onslow Avenue ,373,373,-33.870389,151.226685
738,Kieran the Yaris,Yaris,Darlinghurst - Liverpool Street corner West Street ,544,544,-33.878463,151.222489
739,Monique the Yaris,Yaris,McMahons Point - Victoria Street ,549,549,-33.843624,151.202395
740,Abby the i30,i30,Pyrmont - John Street ,322,322,-33.868072,151.191509
741,Arianna the Yaris,Yaris,Fitzroy - George Street near corner of Johnston Street ,1078,1078,-37.798806,144.981914
742,Luana the i30,i30,Chippendale - Meagher Street ,547,547,-33.887465,151.19982
743,Liliana the i30,i30,Coogee - Courland Street ,557,557,-33.916111,151.247732
744,Agnes the i30,i30,North Sydney - Bay Road ,259,259,-33.835344,151.203429
745,Leonardo the i30,i30,Bronte - Watson Street ,551,551,-33.897516,151.262843
746,Rahul the i30,i30,Potts Point - Ward Avenue near Kellett Place ,279,279,-33.874438,151.224859
747,Rodrigo the i30,i30,Woolloomooloo - Dowling Street ,283,283,-33.870187,151.221327
748,Kashmir the i30,i30,Bondi - Paul Street ,552,552,-33.892603,151.256395
749,Sandeep the i30,i30,Manly - Smith Street ,191,191,-33.792334,151.284594
750,Imogen the i30,i30,Surry Hills - Kippax Street ,207,207,-33.884594,151.209308
751,Paris the Yaris,Yaris,Wollstonecraft - Shirley Road ,704,704,-33.831344,151.197886
752,Ignacio the Yaris,Yaris,Elizabeth Bay - Elizabeth Bay Road ,440,440,-33.872054,151.229828
753,Hugh the Yaris,Yaris,Darlinghurst - Craigend Street opposite Nimrod Street ,546,546,-33.876199,151.222435
754,Kelly the Yaris,Yaris,Kings Cross - Craigend Street corner Ward Avenue ,561,561,-33.876547,151.224445
755,Gutti the Yaris,Yaris,Elizabeth Bay - Roslyn Gardens Corner Evans Road ,472,472,-33.872808,151.227939
756,Gerald the Yaris,Yaris,Bondi Junction - Cuthbert Street near Isabella Lane ,1046,1046,-33.897881,151.249707
757,Nathaniel the Yaris,Yaris,Surry Hills - Short Street near Maiden Lane ,794,794,-33.882524,151.217102
758,Clinton the Yaris,Yaris,Surry Hills - Crown Street ,208,208,-33.88529,151.214012
759,Claudia the Yaris,Yaris,Surry Hills - Buckingham Street ,237,237,-33.8863,151.207634
760,Alison the Yaris,Yaris,Marrickville - 18 Cary Street ,560,560,-33.917731,151.149374
761,June the Yaris,Yaris,Ashfield - Brown Street ,728,728,-33.888876,151.126669
762,Karsten the i30,i30,St Peters - May Street ,572,572,-33.908786,151.180524
763,Lars the i30,i30,Pyrmont - Bowman Street ,369,369,-33.866911,151.191011
764,Stella the i30,i30,Neutral Bay - Ben Boyd Road ,69,69,-33.833786,151.218871
765,Chloe the i30,i30,Chippendale - Abercrombie Street corner Dick Street ,564,564,-33.886351,151.198732
766,Charles the i30,i30,Milsons Point - Cliff Street ,451,451,-33.843742,151.210245
767,Zanzi the i30,i30,Waterloo - Crystal Street ,575,575,-33.898172,151.212976
768,Celine the i30,i30,Surry Hills - Collins Street ,574,574,-33.885961,151.212902
769,Miles the i30,i30,Pyrmont - Saunders Street ,132,132,-33.86954,151.19023
770,Cynthia the i30 Wagon,i30 Wagon,Newtown - Victoria Street Corner Egan Street ,653,653,-33.893871,151.181762
771,Hiroko the i30 Wagon,i30 Wagon,Brisbane CBD - Brisbane Transit Centre ,841,841,-27.46603,153.017042
772,Herman the i30 wagon,i30 wagon,Kingsford - Houston Lane ,999,999,-33.923118,151.226398
773,Suraj the i30,i30,Balmain - Robert Street ,385,385,-33.863753,151.180647
774,Tina the i30,i30,Kensington - Kensington Road  ,941,941,-33.908521,151.221181
775,Travis the i30,i30,Glebe - Glebe Town Hall ,17,17,-33.882387,151.185147
776,Danica the i30,i30,Glebe - St Johns Road near Short Street ,243,243,-33.884094,151.181869
777,Milano the Alfa MiTo,Alfa MiTo,Enmore - Pemell Street ,1089,1089,-33.899994,151.174226
778,Kobi the Yaris,Yaris,Forest Lodge - Charles Street ,590,590,-33.881641,151.181535
779,Ollie the Yaris,Yaris,Randwick - King Street ,973,973,-33.907379,151.239539
780,Marty the Yaris,Yaris,Sydney CBD - Wynyard Lane Car Park ,499,499,-33.865694,151.206583
781,Anasaskia the Yaris,Yaris,Pyrmont - Bowman Street corner Refinery Drive ,105,105,-33.8675,151.1896
782,Darren the Van,Van,Erskineville - Morrissey Road corner Erskineville Road ,410,410,-33.899847,151.184068
783,Lorraine the Yaris,Yaris,Surry Hills - Marshall Street opposite Prospect Street ,581,581,-33.886777,151.216134
784,Roderic the Van,Van,Redfern - South Dowling Street ,273,273,-33.893112,151.216452
785,Sven the Yaris,Yaris,Waverton - Harriott Street corner Bay Road ,582,582,-33.8363,151.200793
786,Susan the Yaris,Yaris,Maroubra - Gale Road ,588,588,-33.938484,151.238224
787,Wilfred the Yaris,Yaris,Randwick - Mears Avenue ,589,589,-33.916822,151.241323
788,Napoli the Alfa MiTo,Alfa MiTo,Mosman - Mosman Square Carpark ,216,216,-33.825745,151.241732
789,Torino the Alfa MiTo,Alfa MiTo,Bondi - Curlewis Street outside the Carwash ,268,268,-33.886544,151.270527
790,Genova the Alfa MiTo,Alfa MiTo,Kings Cross -  Kings Cross Train Station ,175,175,-33.874466,151.222268
791,Firenze the Alfa MiTo,Alfa MiTo,North Sydney - Miller Street Secure Park ,404,404,-33.835999,151.207929
792,Michelle the Van,Van,Kings Cross - Baroda Street corner Baroda Lane ,631,631,-33.872094,151.225895
793,Wallace the Van,Van,Randwick - Alison and St Marks Road ,162,162,-33.913467,151.246473
794,Mika the i30 Wagon,i30 Wagon,Surry Hills - Riley Street corner of Albion Street ,110,110,-33.8827,151.2132
795,Jimmy the i30 Wagon,i30 Wagon,Sydney CBD - Goulburn Street - World Square ,885,885,-33.877141,151.206817
796,Persia the i30 Wagon,i30 Wagon,Darlinghurst - Barcom Avenue ,285,285,-33.879236,151.223309
797,Nabil the Yaris,Yaris,Bondi Junction - Church Street ,648,648,-33.898123,151.253069
798,Rocky the Yaris,Yaris,Surry Hills - Devonshire Street ,125,125,-33.8871,151.2102
799,Rosalind the Yaris,Yaris,Macquarie Park - Optus Campus Sydney ,173,173,-33.7843,151.1213
800,Abel the Yaris,Yaris,Kings Cross - Kellett Street ,349,349,-33.87439,151.2237
801,Tiffany the Yaris,Yaris,Tamarama - Denham Street ,596,596,-33.895608,151.268308
802,Eliza the Yaris,Yaris,Clovelly - Arden Street corner Boundary Street ,599,599,-33.908975,151.259379
803,Clyde the Yaris,Yaris,Bondi Junction - Mill Hill Road ,419,419,-33.890897,151.244348
804,Bonnie the Yaris,Yaris,Bondi North - Plowman Street ,593,593,-33.885075,151.273545
805,Seth the Yaris,Yaris,Erskineville - Iredale Street ,597,597,-33.90285,151.180163
806,Opal the Yaris,Yaris,Chippendale - Myrtle Street corner City Road ,600,600,-33.88658,151.194052
807,Takouhi the Yaris,Yaris,Lavender Bay - Lavender Street ,388,388,-33.842811,151.206201
809,Hulin the i30,i30,Westgarth - Union and High Street ,9,9,-37.7789,144.9966
810,Cadel the i30,i30,Carlton - Rathdowne Street near Princes Street ,602,602,-37.793236,144.971012
811,Mira the i30 Wagon,i30 Wagon,Waverton- Woolcott Street ,188,188,-33.83965,151.197946
812,Rahni the i30 Wagon,i30 Wagon,Alexandria - Harley Street ,612,612,-33.903264,151.192004
813,Wally the i30 Wagon,i30 Wagon,Erskineville - Macdonald Street corner Flora Street ,606,606,-33.903752,151.183765
814,Angel the i30 Wagon,i30 Wagon,Waterloo - Gadigal Avenue ,611,611,-33.900316,151.213239
815,Zali the i30 Wagon,i30 Wagon,Clovelly - Burnie Street near Flood Street ,1075,1075,-33.911782,151.261525
816,Georgie the i30 Wagon,i30 Wagon,Leichhardt - Balmain Road ,609,609,-33.887045,151.159223
817,Amber the i30 Wagon,i30 Wagon,Bondi Beach - 278 Campbell Parade ,825,825,-33.889692,151.282136
818,Leopold the i30 Wagon,i30 Wagon,Birchgrove - Bay Street ,335,335,-33.852863,151.182843
819,Lilli ENTRY,Lilli ENTRY,South Yarra - Lilli Apartments ,637,637,-37.838102,144.994056
820,Sarah the i30,i30,North Sydney - Walker Street ,604,604,-33.835318,151.209556
821,Harry the i30,i30,Potts Point - Wylde Street ,461,461,-33.866802,151.224868
822,Sophie the i30,i30,Potts Point - Victoria Street Corner Orwell Street ,649,649,-33.871959,151.222818
823,Anneka the i30,i30,Chippendale - Myrtle Street ,137,137,-33.88724,151.1978
824,Jose the i30,i30,Rushcutters Bay - Clement Street ,441,441,-33.875651,151.228061
825,Kylie the i30,i30,Paddington - Broughton Street ,614,614,-33.882995,151.229147
826,Sean the i30,i30,Paddington - Flinton Street ,620,620,-33.882474,151.226122
827,Seb the i30,i30,Bondi North - Wairoa Avenue ,613,613,-33.88673,151.279717
828,Louise the i30,i30,Sydney CBD - 383 Kent Street ,405,405,-33.87007,151.204421
829,Bree the i30,i30,Crows Nest - Sophia Street ,605,605,-33.825314,151.203721
830,Jens the Van,Van,Kings Cross - Bayswater Road Car Park ,887,887,-33.875083,151.223839
831,Darwin the Van,Van,Darlinghurst - Burton Street Corner Crown Street ,645,645,-33.87842,151.215391
832,Ilan the Van,Van,Pyrmont - Edward Street ,510,510,-33.869741,151.196074
833,Henri the Van,Van,Redfern - George Street ,116,116,-33.892654,151.202098
835,Sparky the i-MiEV,i-MiEV,"Melbourne CBD - 636 Bourke Street, the Alto Hotel ",978,978,-37.815785,144.954444
836,Roma the Alfa MiTo,Alfa MiTo,Paddington - Cascade Street near Windsor lane ,817,817,-33.883252,151.231708
837,Modena the Alfa MiTo,Alfa MiTo,Melbourne CBD - 376 Flinders Street - Secure Parking ,347,347,-37.8189,144.9615
838,Palermo the Alfa MiTo,Alfa MiTo,Manly - Central Ave Car Park ,44,44,-33.7964,151.2866
839,Ferrara the Alfa MiTo,Alfa MiTo,Surry Hills - Brisbane Street ,357,357,-33.879202,151.211716
840,Genoa the Alfa MiTo,Alfa MiTo,South Yarra - Lilli Apartments ,637,637,-37.838102,144.994056
841,Chad the i30,i30,Sydney CBD - 1 Martin Place ,402,402,-33.868346,151.208365
842,Norma the i30 Wagon,i30 Wagon,Bondi North - Unit 5 46 Ramsgate Avenue ,824,824,-33.887629,151.278364
843,Ann the i30 Wagon,i30 Wagon,Bronte - Leichhardt Street ,624,624,-33.905199,151.257429
844,Mandy the i30 Wagon,i30 Wagon,Randwick - Alison Road corner Mount Street ,625,625,-33.915154,151.253529
845,Minou the i30 Wagon,i30 Wagon,North Sydney - Walker Street ,604,604,-33.835318,151.209556
846,Byron the i30 Wagon,i30 Wagon,Neutral Bay - Phillips Street ,634,634,-33.837462,151.217119
847,Ariel the i30 Wagon,i30 Wagon,Pyrmont - Pirrama Road ,316,316,-33.866027,151.19444
848,Evan the i30 Wagon,i30 Wagon,Erskineville - Coulson Street corner Eve Street ,628,628,-33.905768,151.185656
849,Stuart the i30,i30,Crows Nest - Atchison Street Corner Willoughby Road ,633,633,-33.822915,151.20091
850,Jenna the i30 Wagon,i30 Wagon,Camperdown - TRIO Apartments ,218,218,-33.883925,151.176057
851,Jordie the i30 Wagon,i30 Wagon,Bondi - Beach Road ,226,226,-33.886146,151.272039
852,Victoria the i30 Wagon,i30 Wagon,Darlinghurst - Darlinghurst Road South of Burton Street ,558,558,-33.879519,151.219814
853,Skipper the i30 Wagon,i30 Wagon,Balmain - Darling Street ,607,607,-33.858214,151.186358
854,Cindy the i30 Wagon,i30 Wagon,Bondi Beach - Francis Street ,553,553,-33.895033,151.273107
855,Cole the i30,i30,Sydney CBD - 383 Kent Street ,405,405,-33.87007,151.204421
856,Korben the i30,i30,Pyrmont - 320 Harris Street ,949,949,-33.873453,151.196406
857,Olga the i30,i30,Sydney CBD - 35 Pitt Street (Not Open 24 Hours) ,753,753,-33.862398,151.20878
858,Jake the i30,i30,Mosman - Stanton Road Carpark ,640,640,-33.818995,151.244464
859,Yoshi the Van,Van,Glebe - Derwent Lane and Derby Place (Glebe Public School) ,102,102,-33.8836,151.1914
860,Trevmobile the Van,Van,Darlington -  Codrington Street ,326,326,-33.89102,151.19109
861,Heywood the Van,Van,Sydney CBD - Goulburn Street ,97,97,-33.87855,151.20888
862,Arnaud the Van,Van,Bondi Junction - Grosvenor Street ,19,19,-33.8908,151.2499
863,Bob the Van,Van,Crows Nest - Devonshire Street ,660,660,-33.823914,151.202829
864,Devon the Van,Van,Newtown - Camperdown Memorial Park ,4,4,-33.8939,151.1776
865,Brad the Van,Van,Bondi Junction - Bronte Road ,479,479,-33.89649,151.251419
866,Judy the i30 Wagon,i30 Wagon,Glebe - Wigram Road ,658,658,-33.877587,151.184811
867,Gabriella the i30 Wagon,i30 Wagon,Lilyfield - Alberto Street corner of Balmain Road ,823,823,-33.867636,151.164818
868,Elsa the i30 Wagon,i30 Wagon,Redfern - Crescent Street ,636,636,-33.897016,151.213157
869,Orla the i30 Wagon,i30 Wagon,Glebe - Cafe Church ,6,6,-33.87975,151.1894
870,Anais the i30 Wagon,i30 Wagon,Potts Point - Orwell Street ,447,447,-33.872131,151.22401
871,Madeline the i30 Wagon,i30 Wagon,Elizabeth Bay - Billyard Avenue ,438,438,-33.869283,151.226659
872,Carmel the i30,i30,Annandale - Reserve Street ,264,264,-33.884258,151.166374
873,Arnold the i30,i30,Paddington - Forbes Street ,956,956,-33.884831,151.236837
874,Jarod the i30,i30,Surry Hills - Taylor Square ,254,254,-33.880922,151.215799
875,Mel the i30,i30,Surry Hills - Adelaide Street ,642,642,-33.886517,151.210325
876,Barbara the i30,i30,Kirribilli - 11 Elamang Avenue ,571,571,-33.847457,151.217893
877,Reed the i30,i30,Alexandria - Wyndham Street ,627,627,-33.896655,151.19837
878,Kara the i30,i30,Erskineville - Knight Street ,629,629,-33.903911,151.180873
879,Jules the i30,i30,Redfern - Turner Street ,635,635,-33.893073,151.201275
880,Alexander the i30,i30,Surry Hills - James Hilder Reserve ,641,641,-33.880415,151.212246
881,Albert the i30,i30,Surry Hills - Foveaux Street corner Bourke Street ,644,644,-33.88521,151.215729
882,Genevieve the i30,i30,Redfern - 68 George Street ,646,646,-33.891153,151.202433
883,Dale the i30,i30,Chatswood - Centennial Avenue ,425,425,-33.798802,151.178543
884,Reginald the i30,i30,Glebe - Cafe Church ,6,6,-33.87975,151.1894
885,Mona the i30,i30,Summer Hill - Drynan Street ,623,623,-33.893675,151.134651
886,Lauren the i30 Wagon,i30 Wagon,Pyrmont - Tambua Street Corner Distillery Drive ,650,650,-33.86835,151.189772
887,Wanda the i30 Wagon,i30 Wagon,Redfern - Chalmers Street Corner Wells Street ,651,651,-33.89232,151.205553
888,Gisele the i30 Wagon,i30 Wagon,Surry Hills - Pelican Street ,356,356,-33.878812,151.213123
889,Emilia the i30 Wagon,i30 Wagon,Surry Hills - Reservoir Street corner Wright Lane ,480,480,-33.881255,151.209177
890,Morgan the i30 Wagon,i30 Wagon,Southbank - Southbank Boulevard ,1052,1052,-37.822834,144.964766
891,Debbie the i30 Wagon,i30 Wagon,Darlinghurst - Palmer Street Corner Liverpool Street ,659,659,-33.877355,151.216553
892,Betsy the i30 Wagon,i30 Wagon,Kirribilli - Carabella Street ,181,181,-33.847356,151.216114
893,Dobbie the Accent,Accent,Pyrmont - Miller Street corner Jones Street ,576,576,-33.870273,151.192458
895,Sylvana the Accent,Accent,Surry Hills - Parkham Street ,256,256,-33.8904,151.216438
896,Bernice the Accent,Accent,Ultimo - McKee Street ,239,239,-33.88141,151.1979
897,Ping the Accent,Accent,Redfern - Pitt Street Corner Wells Street ,652,652,-33.892116,151.204032
898,Akiko the Accent,Accent,Erskineville - 112 Union Street ,654,654,-33.901745,151.181843
899,Darcy the Accent,Accent,Alexandria - Harley Street Corner McEvoy Street ,655,655,-33.904231,151.193451
900,William the Accent,Accent,North Sydney - Miller Street Secure Park ,404,404,-33.835999,151.207929
901,Chantelle the Accent,Accent,Paddington - Goodhope Street ,664,664,-33.879928,151.228752
902,Callum the Accent,Accent,Surry Hills - Marlborough Street near Ward Park ,310,310,-33.888504,151.212403
903,Taryn the Accent,Accent,Double Bay - Holt Street ,667,667,-33.878147,151.240164
904,Rosie the Accent,Accent,Rose Bay - Salisbury Road ,665,665,-33.87577,151.257862
905,Nate the Accent,Accent,Kirribilli - Upper Pitt Street ,457,457,-33.848362,151.215144
906,Beau the Accent,Accent,Chatswood - McIntosh Street Corner Railway Street ,669,669,-33.794912,151.179997
907,Renee the i30,i30,Zetland - Victoria Park Parade ,657,657,-33.903919,151.211706
909,Christian the i30,i30,Bellevue Hill - Bellevue Road ,666,666,-33.877626,151.245663
910,Razaul the i30,i30,Waterloo - Potter Street Corner Broome Street ,656,656,-33.899538,151.213806
911,Fanthira the i30 Wagon,i30 Wagon,Bondi Junction - Victoria Street ,1102,1102,-33.900166,151.25284
912,Nargis the i30 Wagon,i30 Wagon,Newtown - Bishopgate Street ,735,735,-33.893366,151.176805
913,Maya the i30 Wagon,i30 Wagon,Manly - 35 Eurobin Avenue ,687,687,-33.785408,151.283855
914,Benwa the iMax,iMax,Darlinghurst - Liverpool Street corner Yurong Street ,615,615,-33.877148,151.213897
915,Harmony the Accent,Accent,Carlton - Lygon Street and Queensberry Street ,707,707,-37.804901,144.966273
916,Juan the Accent,Accent,Fitzroy/Carlton - Faraday and Nicholson Street. ,800,800,-37.79948,144.974183
917,Candace the Accent,Accent,South Yarra - Lilli Apartments ,637,637,-37.838102,144.994056
918,Gareth the Accent,Accent,Melbourne CBD - Collins Street near Russell Street ,693,693,-37.814836,144.968569
919,Reuben the Accent,Accent,Melbourne CBD - Bourke Street near William Street. ,695,695,-37.815988,144.957358
920,Delila the i30 Wagon,i30 Wagon,Docklands - Bourke Street ,951,951,-37.819349,144.945459
921,Brody the i30 Wagon,i30 Wagon,Melbourne CBD - William Street  near the corner with La Trobe Street. ,521,521,-37.811608,144.956263
922,Ross the i30 Wagon,i30 Wagon,Melbourne CBD - Elizabeth Street near Flinders Lane ,688,688,-37.817234,144.964652
923,Nancy the i30 Wagon,i30 Wagon,Melbourne CBD - City Square Car Park ,58,58,-37.815863,144.966987
924,Kiki the i30 Wagon,i30 Wagon,Melbourne CBD - Elizabeth Street near Little Bourke Street ,689,689,-37.813432,144.96289
925,Ashley the Accent,Accent,Alexandria - Mandible Street ,682,682,-33.903675,151.201661
926,Emily the Accent,Accent,Surry Hills - 21 Mary Street ,101,101,-33.8806,151.21
927,Angelica the Accent,Accent,Redfern - 49 Cope Street ,676,676,-33.89361,151.200327
928,Logan the Accent,Accent,Darlinghurst - McLachlan Avenue ,673,673,-33.878651,151.226139
929,Patrick the Accent,Accent,Darlinghurst - Barcom Avenue Corner McLachlan Way ,672,672,-33.878058,151.225659
930,Michael the Accent,Accent,Darlinghurst - Forbes Street Corner Burton Street. ,559,559,-33.879029,151.218283
931,Oscar the Accent,Accent,Darlinghurst - Darlinghurst Road Corner Oxford Street ,671,671,-33.88067,151.21861
932,Ghislaine the Accent,Accent,Darlinghurst - Boundary Street ,670,670,-33.881318,151.220302
933,Kevin the Accent,Accent,Chatswood - Claude Street ,21,21,-33.79841,151.185714
934,Katrina the Accent,Accent,Elizabeth Bay - Roslyn Gardens Corner Waratah Street ,309,309,-33.873413,151.227568
935,Poppy the Accent,Accent,Kings Cross - Baroda Street corner Baroda Lane ,631,631,-33.872094,151.225895
936,Shawna the Accent,Accent,Alexandria - Buckland Street ,681,681,-33.899331,151.197314
937,Tash the i30,i30,Bondi Junction - Hough Street ,1100,1100,-33.894437,151.244187
938,Tove the i30,i30,Manly - Herbert Street near the corner of Francis Street ,799,799,-33.790829,151.279356
939,Charlie the i30,i30,Zetland - Gadigal Avenue opposite Hutchinson Walk ,584,584,-33.906689,151.2107
940,Archie the i30,i30,Waterloo - Danks Street corner Young Street ,683,683,-33.897632,151.209713
941,Antoine the i30,i30,Macquarie Park - Optus Campus Sydney ,173,173,-33.7843,151.1213
942,Karen the i30,i30,Surry Hills - Belmore Street ,678,678,-33.88306,151.211151
943,Beatriz the i30,i30,Surry Hills - Arthur Street Corner Riley Street ,677,677,-33.886876,151.212638
944,Dilbert the i30,i30,Redfern - Chalmers Street Corner Turner Street ,298,298,-33.893748,151.205164
945,Marcel the i30,i30,Chatswood - Anderson Street ,608,608,-33.792903,151.181723
946,Summer the i30,i30,Redfern - Elizabeth Street ,332,332,-33.891191,151.207677
947,Kalel the i30,i30,Glebe - Catherine Street ,238,238,-33.883886,151.190125
948,Jodi the i30 Wagon,i30 Wagon,Double Bay - William Street ,352,352,-33.874834,151.242385
949,Jonah the i30 Wagon,i30 Wagon,Manly - Pine Street ,721,721,-33.79043,151.283771
950,Andrew the i30 Wagon,i30 Wagon,Elizabeth Bay - Roslyn Street ,685,685,-33.874191,151.225338
951,Marco the i30 Wagon,i30 Wagon,Zetland - Morris Grove ,684,684,-33.905293,151.208799
952,Roz the i30 Wagon,i30 Wagon,Darlinghurst - Victoria Street ,674,674,-33.879933,151.220305
953,Parker the IMax,IMax,Newtown - Campbell Street ,255,255,-33.89265,151.183371
954,Jem the IMax,IMax,Darlinghurst - Burton Street ,231,231,-33.879018,151.219797
955,Verda the iMax,iMax,Glebe - St Johns Church ,10,10,-33.8809,151.1874
956,Blair the IMax,IMax,Ultimo - Quarry Street ,680,680,-33.87646,151.197545
957,Bernadette the IMax,IMax,Lavender Bay - Walker Street ,470,470,-33.843055,151.20795
958,Barbie the IMax,IMax,Randwick - The Avenue ,994,994,-33.911161,151.241204
959,Winston the IMax,IMax,Kings Cross - Kings Cross Car Park ,15,15,-33.8732,151.2259
960,Deirdre the IMax,IMax,Surry Hills - Foveaux Street ,206,206,-33.883849,151.209301
961,Melba the i30 wagon,i30 wagon,South Melbourne - Coventry Street ,1054,1054,-37.82923,144.969157
963,Ryo the Accent,Accent,Melbourne CBD - Franklin Street (RMIT) ,714,714,-37.807364,144.963186
964,Lisbet the i30 wagon,i30 wagon,Richmond - Church street near Hotham place ,955,955,-37.829762,144.997147
965,Ella the i30 wagon,i30 wagon,Melbourne CBD - Franklin Street and Elizabeth Street ,720,720,-37.808309,144.959986
966,Lula the Accent,Accent,Melbourne CBD - Parliament Gardens ,718,718,-37.809614,144.97299
967,Jock the Accent,Accent,Melbourne CBD - Spring Street corner of Flinders Street ,717,717,-37.815209,144.97507
968,Cleo the Accent,Accent,Neutral Bay - Harriette Street ,338,338,-33.838241,151.221426
969,Willow the Accent,Accent,Rozelle - Perrett Street ,729,729,-33.863126,151.176334
970,Tona the Accent,Accent,Rozelle - Mackenzie Street ,730,730,-33.863966,151.17371
971,Aria the Accent,Accent,Manly - 25 Wood street ,702,702,-33.80468,151.287571
972,Christie the Accent,Accent,Surry Hills - Riley and Reservoir Streets ,106,106,-33.8816,151.2135
973,Pippa the Accent,Accent,Darlinghurst - Boundary Street corner Leichhardt Street ,726,726,-33.880795,151.222363
974,Stacey the Accent,Accent,Summer Hill - Summer Hill Carpark ,727,727,-33.890984,151.138111
975,Gabby the Accent,Accent,Darlinghurst - Barcom Avenue corner Leichhardt Street ,725,725,-33.880019,151.2222
976,French Accent,French Accent,Neutral Bay - Yeo Street ,33,33,-33.832,151.2198
977,Julia the Accent,Accent,Balmain - Mort Street ,619,619,-33.854956,151.185842
